"lambda","design","ME","two_FI","perfect_prob","perfect_me","perfect_2FI"
0.165298888221587,"OA18",2,1,0.00853333333333333,0.652533333333332,0.0117333333333333
0.182683524052735,"OA18",2,1,0.00506666666666667,0.595733333333333,0.00693333333333333
0.201896517994655,"OA18",2,1,0.0024,0.5488,0.00453333333333333
0.22313016014843,"OA18",2,1,0.00133333333333333,0.498666666666667,0.0032
0.246596963941606,"OA18",2,1,0.00106666666666667,0.454933333333333,0.0024
0.272531793034013,"OA18",2,1,0.000266666666666667,0.417866666666667,0.00186666666666667
0.301194211912202,"OA18",2,1,0,0.383733333333334,0.00106666666666667
0.33287108369808,"OA18",2,1,0,0.356533333333334,8e-04
0.367879441171442,"OA18",2,1,0,0.320533333333333,0.000266666666666667
0.406569659740599,"OA18",2,1,0,0.288533333333334,0
0.449328964117222,"OA18",2,1,0,0.256,0
0.49658530379141,"OA18",2,1,0,0.2264,0
0.548811636094027,"OA18",2,1,0,0.196,0
0.606530659712633,"OA18",2,1,0,0.170666666666667,0
0.67032004603564,"OA18",2,1,0,0.1472,0
0.740818220681718,"OA18",2,1,0,0.125066666666666,0
0.818730753077982,"OA18",2,1,0,0.108533333333333,0
0.90483741803596,"OA18",2,1,0,0.0935999999999998,0
1,"OA18",2,1,0,0.0799999999999999,0
1.10517091807565,"OA18",2,1,0,0.0677333333333332,0
1.22140275816017,"OA18",2,1,0,0.0578666666666666,0
1.349858807576,"OA18",2,1,0,0.0495999999999999,0
1.49182469764127,"OA18",2,1,0,0.04,0
1.64872127070013,"OA18",2,1,0,0.0333333333333333,0
1.82211880039051,"OA18",2,1,0,0.0309333333333333,0
2.01375270747048,"OA18",2,1,0,0.0269333333333333,0
2.22554092849247,"OA18",2,1,0,0.0229333333333333,0
2.45960311115695,"OA18",2,1,0,0.02,0
2.71828182845905,"OA18",2,1,0,0.0154666666666667,0
3.00416602394643,"OA18",2,1,0,0.0138666666666667,0
3.32011692273655,"OA18",2,1,0,0.0122666666666667,0
3.66929666761925,"OA18",2,1,0,0.0096,0
4.05519996684468,"OA18",2,1,0,0.00826666666666667,0
4.48168907033806,"OA18",2,1,0,0.0072,0
0.0111089965382423,"OA1a",2,1,0,0,0
0.0122773399030684,"OA1a",2,1,0,0,0
0.0135685590122009,"OA1a",2,1,0,0,0
0.0149955768204777,"OA1a",2,1,0,0,0.00133333333333333
0.0165726754017613,"OA1a",2,1,0,0,0.0064
0.0183156388887342,"OA1a",2,1,0,0,0.0162666666666667
0.0202419114458044,"OA1a",2,1,0,0,0.028
0.0223707718561656,"OA1a",2,1,0,0,0.0288
0.0247235264703394,"OA1a",2,1,0,0,0.0293333333333333
0.0273237224472926,"OA1a",2,1,0.000266666666666667,0.0032,0.0197333333333333
0.0301973834223185,"OA1a",2,1,8e-04,0.0138666666666667,0.0146666666666667
0.0333732699603261,"OA1a",2,1,0.00266666666666667,0.0506666666666667,0.0130666666666667
0.03688316740124,"OA1a",2,1,0.00346666666666667,0.114666666666667,0.0112
0.0407622039783662,"OA1a",2,1,0.00586666666666667,0.193333333333333,0.0114666666666667
0.0450492023935578,"OA1a",2,1,0.00613333333333333,0.279466666666667,0.00906666666666667
0.0497870683678639,"OA1a",2,1,0.00773333333333333,0.375733333333333,0.00986666666666667
0.0550232200564072,"OA1a",2,1,0.00826666666666667,0.4752,0.0088
0.060810062625218,"OA1a",2,1,0.00693333333333333,0.5688,0.0072
0.0672055127397498,"OA1a",2,1,0.00613333333333333,0.646933333333333,0.0064
0.0742735782143339,"OA1a",2,1,0.0048,0.711733333333333,0.0048
0.0820849986238988,"OA1a",2,1,0.00453333333333333,0.766133333333334,0.00453333333333333
0.0907179532894125,"OA1a",2,1,0.00346666666666667,0.7992,0.00346666666666667
0.100258843722804,"OA1a",2,1,0.00266666666666667,0.8184,0.00293333333333333
0.110803158362334,"OA1a",2,1,0.00266666666666667,0.826933333333334,0.0032
0.122456428252982,"OA1a",2,1,0.00266666666666667,0.824,0.00373333333333333
0.135335283236613,"OA1a",2,1,0.00213333333333333,0.810400000000001,0.00293333333333333
0.149568619222635,"OA1a",2,1,8e-04,0.787200000000001,0.0016
0.165298888221587,"OA1a",2,1,0.000533333333333333,0.757333333333334,8e-04
0.182683524052735,"OA1a",2,1,8e-04,0.726133333333333,0.00133333333333333
0.201896517994655,"OA1a",2,1,0.000533333333333333,0.6968,0.00106666666666667
0.22313016014843,"OA1a",2,1,0.000533333333333333,0.6648,8e-04
0.246596963941606,"OA1a",2,1,0,0.633599999999999,0
0.272531793034013,"OA1a",2,1,0,0.596533333333332,0
0.301194211912202,"OA1a",2,1,0,0.566933333333333,0
0.33287108369808,"OA1a",2,1,0,0.533066666666666,0
0.367879441171442,"OA1a",2,1,0,0.508,0
0.406569659740599,"OA1a",2,1,0,0.467733333333333,0
0.449328964117222,"OA1a",2,1,0,0.4368,0
0.49658530379141,"OA1a",2,1,0,0.406933333333334,0
0.548811636094027,"OA1a",2,1,0,0.378666666666667,0
0.606530659712633,"OA1a",2,1,0,0.342133333333334,0
0.67032004603564,"OA1a",2,1,0,0.3216,0
0.740818220681718,"OA1a",2,1,0,0.297066666666667,0
0.818730753077982,"OA1a",2,1,0,0.274933333333334,0
0.90483741803596,"OA1a",2,1,0,0.251733333333333,0
1,"OA1a",2,1,0,0.231466666666667,0
1.10517091807565,"OA1a",2,1,0,0.217333333333334,0
1.22140275816017,"OA1a",2,1,0,0.204266666666667,0
1.349858807576,"OA1a",2,1,0,0.1928,0
1.49182469764127,"OA1a",2,1,0,0.181333333333333,0
1.64872127070013,"OA1a",2,1,0,0.1696,0
1.82211880039051,"OA1a",2,1,0,0.1592,0
2.01375270747048,"OA1a",2,1,0,0.149866666666667,0
2.22554092849247,"OA1a",2,1,0,0.142133333333333,0
2.45960311115695,"OA1a",2,1,0,0.133066666666666,0
2.71828182845905,"OA1a",2,1,0,0.120533333333333,0
3.00416602394643,"OA1a",2,1,0,0.111466666666666,0
3.32011692273655,"OA1a",2,1,0,0.103466666666666,0
3.66929666761925,"OA1a",2,1,0,0.0949333333333332,0
4.05519996684468,"OA1a",2,1,0,0.0877333333333332,0
4.48168907033806,"OA1a",2,1,0,0.0815999999999999,0
0.0111089965382423,"OA1b",2,1,0,0,0
0.0122773399030684,"OA1b",2,1,0,0,0
0.0135685590122009,"OA1b",2,1,0,0,0
0.0149955768204777,"OA1b",2,1,0,0,0
0.0165726754017613,"OA1b",2,1,0,0,0
0.0183156388887342,"OA1b",2,1,0,0,0.0016
0.0202419114458044,"OA1b",2,1,0,0.000533333333333333,0.00746666666666667
0.0223707718561656,"OA1b",2,1,0,0.0064,0.0173333333333333
0.0247235264703394,"OA1b",2,1,0.000266666666666667,0.0208,0.0226666666666667
0.0273237224472926,"OA1b",2,1,0.00373333333333333,0.0781333333333333,0.0333333333333333
0.0301973834223185,"OA1b",2,1,0.0128,0.195733333333334,0.0458666666666667
0.0333732699603261,"OA1b",2,1,0.0290666666666667,0.342133333333334,0.0589333333333333
0.03688316740124,"OA1b",2,1,0.0426666666666667,0.5032,0.0704
0.0407622039783662,"OA1b",2,1,0.0581333333333333,0.648266666666667,0.0770666666666666
0.0450492023935578,"OA1b",2,1,0.0701333333333333,0.772,0.0797333333333333
0.0497870683678639,"OA1b",2,1,0.0805333333333333,0.855466666666667,0.0866666666666666
0.0550232200564072,"OA1b",2,1,0.0893333333333333,0.912000000000001,0.0911999999999999
0.060810062625218,"OA1b",2,1,0.0914666666666666,0.937866666666667,0.0919999999999999
0.0672055127397498,"OA1b",2,1,0.0853333333333333,0.952266666666667,0.0861333333333333
0.0742735782143339,"OA1b",2,1,0.0757333333333333,0.948,0.0765333333333333
0.0820849986238988,"OA1b",2,1,0.068,0.929066666666667,0.0693333333333333
0.0907179532894125,"OA1b",2,1,0.0578666666666666,0.908000000000001,0.0605333333333333
0.100258843722804,"OA1b",2,1,0.0453333333333333,0.877066666666667,0.0477333333333333
0.110803158362334,"OA1b",2,1,0.0344,0.829066666666668,0.0384
0.122456428252982,"OA1b",2,1,0.0221333333333333,0.7848,0.0264
0.135335283236613,"OA1b",2,1,0.0162666666666667,0.729333333333334,0.0210666666666667
0.149568619222635,"OA1b",2,1,0.0101333333333333,0.679733333333333,0.0130666666666667
0.165298888221587,"OA1b",2,1,0.0064,0.632,0.00933333333333334
0.182683524052735,"OA1b",2,1,0.00506666666666667,0.5832,0.008
0.201896517994655,"OA1b",2,1,0.00213333333333333,0.538133333333333,0.00426666666666667
0.22313016014843,"OA1b",2,1,0.00133333333333333,0.495466666666667,0.00293333333333333
0.246596963941606,"OA1b",2,1,8e-04,0.448,0.00133333333333333
0.272531793034013,"OA1b",2,1,0.000266666666666667,0.411733333333334,8e-04
0.301194211912202,"OA1b",2,1,0.000266666666666667,0.369066666666667,0.000266666666666667
0.33287108369808,"OA1b",2,1,0,0.336533333333334,0.000266666666666667
0.367879441171442,"OA1b",2,1,0,0.306133333333334,0
0.406569659740599,"OA1b",2,1,0,0.2784,0
0.449328964117222,"OA1b",2,1,0,0.2464,0
0.49658530379141,"OA1b",2,1,0,0.213333333333334,0
0.548811636094027,"OA1b",2,1,0,0.184266666666667,0
0.606530659712633,"OA1b",2,1,0,0.161066666666667,0
0.67032004603564,"OA1b",2,1,0,0.1368,0
0.740818220681718,"OA1b",2,1,0,0.115733333333333,0
0.818730753077982,"OA1b",2,1,0,0.0986666666666665,0
0.90483741803596,"OA1b",2,1,0,0.0855999999999999,0
1,"OA1b",2,1,0,0.0735999999999999,0
1.10517091807565,"OA1b",2,1,0,0.0626666666666666,0
1.22140275816017,"OA1b",2,1,0,0.0506666666666666,0
1.349858807576,"OA1b",2,1,0,0.0448,0
1.49182469764127,"OA1b",2,1,0,0.0386666666666666,0
1.64872127070013,"OA1b",2,1,0,0.032,0
1.82211880039051,"OA1b",2,1,0,0.0288,0
2.01375270747048,"OA1b",2,1,0,0.0242666666666667,0
2.22554092849247,"OA1b",2,1,0,0.0194666666666667,0
2.45960311115695,"OA1b",2,1,0,0.0173333333333333,0
2.71828182845905,"OA1b",2,1,0,0.0144,0
3.00416602394643,"OA1b",2,1,0,0.0122666666666667,0
3.32011692273655,"OA1b",2,1,0,0.0112,0
3.66929666761925,"OA1b",2,1,0,0.0104,0
4.05519996684468,"OA1b",2,1,0,0.00933333333333334,0
4.48168907033806,"OA1b",2,1,0,0.00746666666666667,0
0.0111089965382423,"PEC",2,1,0,0,0
0.0122773399030684,"PEC",2,1,0,0,0
0.0135685590122009,"PEC",2,1,0,0,0.000266666666666667
0.0149955768204777,"PEC",2,1,0,0,0.00346666666666667
0.0165726754017613,"PEC",2,1,0,0,0.0168
0.0183156388887342,"PEC",2,1,0,0,0.0248
0.0202419114458044,"PEC",2,1,0,0,0.0285333333333333
0.0223707718561656,"PEC",2,1,0,0,0.0290666666666667
0.0247235264703394,"PEC",2,1,0,0,0.0237333333333333
0.0273237224472926,"PEC",2,1,0,0.00106666666666667,0.0170666666666667
0.0301973834223185,"PEC",2,1,0.000266666666666667,0.00693333333333333,0.012
0.0333732699603261,"PEC",2,1,0.000533333333333333,0.0309333333333333,0.00853333333333334
0.03688316740124,"PEC",2,1,0.0016,0.0688,0.00773333333333333
0.0407622039783662,"PEC",2,1,0.00293333333333333,0.132266666666667,0.00773333333333333
0.0450492023935578,"PEC",2,1,0.0048,0.216266666666667,0.008
0.0497870683678639,"PEC",2,1,0.00533333333333333,0.302133333333333,0.00773333333333333
0.0550232200564072,"PEC",2,1,0.00453333333333333,0.400533333333333,0.00613333333333333
0.060810062625218,"PEC",2,1,0.00453333333333333,0.499466666666667,0.0056
0.0672055127397498,"PEC",2,1,0.004,0.575733333333333,0.00453333333333333
0.0742735782143339,"PEC",2,1,0.00373333333333333,0.650133333333334,0.00426666666666667
0.0820849986238988,"PEC",2,1,0.00266666666666667,0.7064,0.00293333333333333
0.0907179532894125,"PEC",2,1,0.00186666666666667,0.7488,0.00186666666666667
0.100258843722804,"PEC",2,1,0.00186666666666667,0.779733333333334,0.00186666666666667
0.110803158362334,"PEC",2,1,0.0016,0.793066666666667,0.00186666666666667
0.122456428252982,"PEC",2,1,0.00133333333333333,0.793333333333334,0.00133333333333333
0.135335283236613,"PEC",2,1,0.00133333333333333,0.788266666666667,0.00133333333333333
0.149568619222635,"PEC",2,1,0.00106666666666667,0.7728,0.0016
0.165298888221587,"PEC",2,1,0.00106666666666667,0.752266666666667,0.00186666666666667
0.182683524052735,"PEC",2,1,0.000533333333333333,0.729866666666666,0.00186666666666667
0.201896517994655,"PEC",2,1,0.000266666666666667,0.700533333333333,0.00133333333333333
0.22313016014843,"PEC",2,1,0,0.665066666666666,0.00106666666666667
0.246596963941606,"PEC",2,1,0,0.633599999999999,0.000533333333333333
0.272531793034013,"PEC",2,1,0,0.601866666666666,0.000533333333333333
0.301194211912202,"PEC",2,1,0,0.567199999999999,0
0.33287108369808,"PEC",2,1,0,0.533866666666666,0
0.367879441171442,"PEC",2,1,0,0.4992,0
0.406569659740599,"PEC",2,1,0,0.469066666666666,0
0.449328964117222,"PEC",2,1,0,0.437333333333333,0
0.49658530379141,"PEC",2,1,0,0.4064,0
0.548811636094027,"PEC",2,1,0,0.3736,0
0.606530659712633,"PEC",2,1,0,0.349866666666667,0
0.67032004603564,"PEC",2,1,0,0.324533333333334,0
0.740818220681718,"PEC",2,1,0,0.300533333333334,0
0.818730753077982,"PEC",2,1,0,0.273066666666667,0
0.90483741803596,"PEC",2,1,0,0.251466666666667,0
1,"PEC",2,1,0,0.234133333333333,0
1.10517091807565,"PEC",2,1,0,0.217333333333333,0
1.22140275816017,"PEC",2,1,0,0.1952,0
1.349858807576,"PEC",2,1,0,0.1768,0
1.49182469764127,"PEC",2,1,0,0.165333333333333,0
1.64872127070013,"PEC",2,1,0,0.150666666666667,0
1.82211880039051,"PEC",2,1,0,0.1384,0
2.01375270747048,"PEC",2,1,0,0.127466666666666,0
2.22554092849247,"PEC",2,1,0,0.122133333333333,0
2.45960311115695,"PEC",2,1,0,0.115733333333333,0
2.71828182845905,"PEC",2,1,0,0.107466666666666,0
3.00416602394643,"PEC",2,1,0,0.0997333333333332,0
3.32011692273655,"PEC",2,1,0,0.0946666666666665,0
3.66929666761925,"PEC",2,1,0,0.0879999999999998,0
4.05519996684468,"PEC",2,1,0,0.0810666666666665,0
4.48168907033806,"PEC",2,1,0,0.0751999999999999,0
0.0111089965382423,"BayesD",4,1,0,0,0
0.0122773399030684,"BayesD",4,1,0,0,0
0.0135685590122009,"BayesD",4,1,0,0,0
0.0149955768204777,"BayesD",4,1,0,0,0
0.0165726754017613,"BayesD",4,1,0,0,0.0024
0.0183156388887342,"BayesD",4,1,0,0,0.0109333333333333
0.0202419114458044,"BayesD",4,1,0,0,0.0189333333333333
0.0223707718561656,"BayesD",4,1,0.000266666666666667,0.00293333333333333,0.0258666666666667
0.0247235264703394,"BayesD",4,1,0.000266666666666667,0.0197333333333333,0.0304
0.0273237224472926,"BayesD",4,1,0.0048,0.0797333333333333,0.0408
0.0301973834223185,"BayesD",4,1,0.0162666666666667,0.2008,0.0536
0.0333732699603261,"BayesD",4,1,0.0306666666666667,0.346933333333333,0.0632
0.03688316740124,"BayesD",4,1,0.0482666666666667,0.5008,0.0754666666666666
0.0407622039783662,"BayesD",4,1,0.0656,0.6552,0.0845333333333333
0.0450492023935578,"BayesD",4,1,0.0831999999999999,0.7728,0.0922666666666666
0.0497870683678639,"BayesD",4,1,0.0938666666666666,0.853066666666667,0.0989333333333333
0.0550232200564072,"BayesD",4,1,0.100533333333333,0.9032,0.104
0.060810062625218,"BayesD",4,1,0.0965333333333333,0.930666666666667,0.0989333333333333
0.0672055127397498,"BayesD",4,1,0.0952,0.944266666666667,0.0968
0.0742735782143339,"BayesD",4,1,0.0834666666666666,0.942666666666667,0.0847999999999999
0.0820849986238988,"BayesD",4,1,0.0709333333333333,0.929866666666667,0.0722666666666666
0.0907179532894125,"BayesD",4,1,0.0648,0.904,0.0653333333333333
0.100258843722804,"BayesD",4,1,0.0514666666666667,0.870400000000001,0.0536
0.110803158362334,"BayesD",4,1,0.0408,0.831200000000001,0.0437333333333333
0.122456428252982,"BayesD",4,1,0.0293333333333333,0.776266666666666,0.032
0.135335283236613,"BayesD",4,1,0.0181333333333333,0.722933333333333,0.0224
0.149568619222635,"BayesD",4,1,0.0125333333333333,0.675733333333332,0.0170666666666667
0.165298888221587,"BayesD",4,1,0.00826666666666667,0.624533333333333,0.00986666666666667
0.182683524052735,"BayesD",4,1,0.00453333333333333,0.574666666666666,0.0072
0.201896517994655,"BayesD",4,1,0.00213333333333333,0.523733333333333,0.0032
0.22313016014843,"BayesD",4,1,0.00106666666666667,0.481333333333333,0.00186666666666667
0.246596963941606,"BayesD",4,1,0.000533333333333333,0.4408,0.00133333333333333
0.272531793034013,"BayesD",4,1,0.000533333333333333,0.405066666666667,0.00106666666666667
0.301194211912202,"BayesD",4,1,0.000266666666666667,0.3696,0.000533333333333333
0.33287108369808,"BayesD",4,1,0,0.343466666666667,0.000266666666666667
0.367879441171442,"BayesD",4,1,0,0.308266666666667,0.000266666666666667
